experiment_id,timestamp,x,y,true_label,before_data_and_weigths_rotation_prediction,before_data_and_weigths_rotation_confidence,after_data_and_before_weigths_rotation_prediction,after_data_and_before_weigths_rotation_confidence,before_data_and_after_weigths_rotation_prediction,before_data_and_after_weigths_rotation_confidence,after_data_and_weigths_rotation_prediction,after_data_and_weigths_rotation_confidence,after_data_and_before_weigths_rotation_prediction_match,after_data_and_before_weigths_rotation_confidence_change,before_data_and_after_weigths_rotation_prediction_match,before_data_and_after_weigths_rotation_confidence_change,after_data_and_weigths_rotation_prediction_match,after_data_and_weigths_rotation_confidence_change
348,2025-11-29 16:45:13,11.231710,5.864858,0,out,0.203291,out,0.012939,out,0.028295,out,0.203291,true,-0.190352,true,-0.174996,true,0.000001
349,2025-11-29 16:45:13,7.988261,5.641492,1,in,0.974248,out,0.012846,out,0.029622,in,0.974248,false,-0.961402,false,-0.944626,true,0.000000
350,2025-11-29 16:45:13,6.991884,8.653178,1,in,0.951221,out,0.012839,out,0.029984,in,0.951221,false,-0.938382,false,-0.921237,true,0.000000
351,2025-11-29 16:45:13,4.422370,10.509523,0,out,0.010862,out,0.013068,out,0.030746,out,0.010862,true,0.002206,true,0.019883,true,0.000000
352,2025-11-29 16:45:13,5.877324,7.976395,0,out,0.013406,out,0.012839,out,0.030003,out,0.013406,true,-0.000568,true,0.016597,true,0.000000
353,2025-11-29 16:45:13,6.275857,1.484106,0,out,0.013736,out,0.012849,out,0.027170,out,0.013736,true,-0.000887,true,0.013434,true,0.000000
354,2025-11-29 16:45:13,8.288321,7.599715,1,in,0.984888,out,0.012840,out,0.029752,in,0.984888,false,-0.972048,false,-0.955137,true,0.000000
355,2025-11-29 16:45:13,9.716093,5.021866,1,in,0.831161,out,0.012896,out,0.028937,in,0.831161,false,-0.818264,false,-0.802224,true,0.000000
356,2025-11-29 16:45:13,4.911894,3.770731,0,out,0.082329,out,0.012816,out,0.029601,out,0.082329,true,-0.069514,true,-0.052729,true,-0.000000
357,2025-11-29 16:45:13,6.814769,1.924471,0,out,0.012011,out,0.012857,out,0.027176,out,0.012011,true,0.000846,true,0.015165,true,0.000000
358,2025-11-29 16:45:13,9.702230,6.696598,1,in,0.926483,out,0.012872,out,0.029591,in,0.926483,false,-0.913610,false,-0.896892,true,0.000000
359,2025-11-29 16:45:13,8.150579,6.184636,1,in,0.985223,out,0.012845,out,0.029651,in,0.985223,false,-0.972378,false,-0.955572,true,0.000000
360,2025-11-29 16:45:13,8.573824,1.453701,0,out,0.011655,out,0.012919,out,0.012017,out,0.011655,true,0.001263,true,0.000361,true,-0.000000
361,2025-11-29 16:45:13,4.702217,1.016301,1,out,0.355047,out,0.012823,out,0.028901,out,0.355047,true,-0.342223,true,-0.326146,true,0.000000
362,2025-11-29 16:45:13,7.020339,7.411659,1,in,0.983379,out,0.012830,out,0.029826,in,0.983379,false,-0.970549,false,-0.953554,true,0.000000
363,2025-11-29 16:45:13,6.849220,6.273475,1,in,0.972035,out,0.012828,out,0.029732,in,0.972035,false,-0.959207,false,-0.942303,true,0.000000
364,2025-11-29 16:45:13,9.215582,6.583152,1,in,0.976984,out,0.012862,out,0.029616,in,0.976984,false,-0.964122,false,-0.947367,true,0.000000
365,2025-11-29 16:45:13,7.855093,10.597500,1,out,0.069437,out,0.012865,out,0.030209,out,0.069437,true,-0.056572,true,-0.039228,true,0.000000
366,2025-11-29 16:45:13,2.276733,2.276310,1,in,0.984838,out,0.012805,out,0.020523,in,0.984838,false,-0.972032,false,-0.964315,true,0.000000
367,2025-11-29 16:45:13,10.693933,11.925137,0,out,0.070950,out,0.012866,out,0.030067,out,0.070950,true,-0.058084,true,-0.040883,true,0.000000
368,2025-11-29 16:45:13,9.409627,5.486688,1,in,0.968940,out,0.012880,out,0.029415,in,0.968940,false,-0.956060,false,-0.939525,true,0.000000
369,2025-11-29 16:45:13,6.249877,5.659464,1,in,0.918322,out,0.012824,out,0.029718,in,0.918322,false,-0.905499,false,-0.888604,true,0.000000
370,2025-11-29 16:45:13,9.168209,7.329646,1,in,0.956766,out,0.012855,out,0.029675,in,0.956766,false,-0.943912,false,-0.927091,true,0.000000
371,2025-11-29 16:45:13,4.724158,1.920360,0,out,0.286804,out,0.012820,out,0.029381,out,0.286804,true,-0.273984,true,-0.257423,true,-0.000001
372,2025-11-29 16:45:13,9.727646,6.324194,1,in,0.949405,out,0.012878,out,0.029544,in,0.949405,false,-0.936527,false,-0.919861,true,0.000000
373,2025-11-29 16:45:13,10.174945,6.220439,1,in,0.839212,out,0.012892,out,0.029448,in,0.839212,false,-0.826319,false,-0.809764,true,0.000000
374,2025-11-29 16:45:13,1.195019,2.922322,0,out,0.022601,out,0.012819,out,0.011049,out,0.022601,true,-0.009783,true,-0.011552,true,0.000000
375,2025-11-29 16:45:13,0.156253,9.231363,0,out,0.011014,out,0.012301,out,0.011011,out,0.011014,true,0.001287,true,-0.000002,true,0.000000
376,2025-11-29 16:45:13,7.334537,3.445161,0,out,0.014283,out,0.012852,out,0.029268,out,0.014283,true,-0.001430,true,0.014986,true,0.000000
377,2025-11-29 16:45:13,2.976889,7.177151,0,out,0.011010,out,0.012886,out,0.026220,out,0.011010,true,0.001876,true,0.015210,true,0.000000
378,2025-11-29 16:45:13,7.448861,9.265821,1,in,0.969953,out,0.012844,out,0.030026,in,0.969953,false,-0.957109,false,-0.939928,true,0.000000
379,2025-11-29 16:45:13,3.070490,3.488036,1,in,0.656953,out,0.012809,out,0.027569,in,0.656953,false,-0.644144,false,-0.629384,true,0.000000
380,2025-11-29 16:45:13,9.165181,8.142614,1,in,0.857932,out,0.012850,out,0.029741,in,0.857933,false,-0.845083,false,-0.828192,true,0.000000
381,2025-11-29 16:45:13,2.025724,1.830823,1,in,0.981465,out,0.012803,out,0.017150,in,0.981465,false,-0.968662,false,-0.964316,true,0.000000
382,2025-11-29 16:45:13,11.955564,11.606257,0,out,0.067317,out,0.012880,out,0.029885,out,0.067317,true,-0.054438,true,-0.037432,true,0.000000
383,2025-11-29 16:45:13,9.147890,7.098465,1,in,0.968200,out,0.012856,out,0.029659,in,0.968200,false,-0.955344,false,-0.938540,true,0.000000
384,2025-11-29 16:45:13,3.211793,3.732003,0,out,0.131164,out,0.012810,out,0.028149,out,0.131164,true,-0.118354,true,-0.103015,true,-0.000000
385,2025-11-29 16:45:13,1.215127,9.899274,0,out,0.011011,out,0.013359,out,0.011028,out,0.011011,true,0.002349,true,0.000017,true,0.000000
386,2025-11-29 16:45:13,0.470986,7.441288,0,out,0.011015,out,0.013003,out,0.011012,out,0.011015,true,0.001987,true,-0.000003,true,0.000000
387,2025-11-29 16:45:13,3.908173,11.438762,0,out,0.010861,out,0.013377,out,0.028702,out,0.010861,true,0.002516,true,0.017841,true,0.000000
388,2025-11-29 16:45:13,10.230002,10.683892,0,out,0.084658,out,0.012858,out,0.029932,out,0.084658,true,-0.071800,true,-0.054727,true,0.000000
389,2025-11-29 16:45:13,6.248940,11.488939,0,out,0.003894,out,0.012989,out,0.030752,out,0.003894,true,0.009094,true,0.026858,true,0.000000
390,2025-11-29 16:45:13,2.514107,1.415508,1,in,0.982381,out,0.012797,out,0.021913,in,0.982381,false,-0.969584,false,-0.960468,true,0.000000
391,2025-11-29 16:45:13,8.059419,5.058246,1,in,0.845912,out,0.012852,out,0.029562,in,0.845911,false,-0.833060,false,-0.816350,true,-0.000001
392,2025-11-29 16:45:13,7.691139,9.137667,1,in,0.977763,out,0.012842,out,0.029979,in,0.977763,false,-0.964921,false,-0.947784,true,0.000000
393,2025-11-29 16:45:13,0.725181,9.013736,0,out,0.011013,out,0.013092,out,0.011018,out,0.011013,true,0.002079,true,0.000006,true,0.000000
394,2025-11-29 16:45:13,8.337356,9.110418,1,in,0.934607,out,0.012842,out,0.029910,in,0.934607,false,-0.921766,false,-0.904697,true,0.000000
395,2025-11-29 16:45:13,11.967663,5.755108,0,out,0.084600,out,0.012979,out,0.025360,out,0.084600,true,-0.071621,true,-0.059240,true,0.000000
396,2025-11-29 16:45:13,10.721332,10.724445,0,out,0.076262,out,0.012863,out,0.029890,out,0.076262,true,-0.063399,true,-0.046372,true,0.000000
397,2025-11-29 16:45:13,6.265851,6.305467,1,in,0.947674,out,0.012824,out,0.029771,in,0.947674,false,-0.934850,false,-0.917903,true,-0.000000
398,2025-11-29 16:45:13,7.780539,9.190355,1,in,0.974736,out,0.012842,out,0.029977,in,0.974736,false,-0.961894,false,-0.944759,true,0.000000
399,2025-11-29 16:45:13,4.124166,8.671837,0,out,0.010987,out,0.012914,out,0.030239,out,0.010987,true,0.001927,true,0.019252,true,0.000000
400,2025-11-29 16:45:13,5.178409,6.844058,0,out,0.013641,out,0.012828,out,0.029902,out,0.013641,true,-0.000813,true,0.016261,true,0.000000
401,2025-11-29 16:45:13,5.233789,5.092323,1,in,0.646517,out,0.012818,out,0.029712,in,0.646517,false,-0.633700,false,-0.616805,true,0.000000
402,2025-11-29 16:45:13,11.380219,1.266808,0,out,0.008206,out,0.013093,out,0.011016,out,0.008206,true,0.004887,true,0.002810,true,0.000000
403,2025-11-29 16:45:13,8.545036,8.745693,1,in,0.935207,out,0.012842,out,0.029847,in,0.935207,false,-0.922365,false,-0.905360,true,0.000000
404,2025-11-29 16:45:13,7.593550,5.186597,1,in,0.898062,out,0.012842,out,0.029612,in,0.898062,false,-0.885220,false,-0.868450,true,-0.000000
405,2025-11-29 16:45:13,6.319860,7.506971,1,in,0.864713,out,0.012830,out,0.029896,in,0.864713,false,-0.851883,false,-0.834818,true,-0.000000
406,2025-11-29 16:45:13,6.847095,5.479131,1,in,0.931901,out,0.012830,out,0.029674,in,0.931901,false,-0.919071,false,-0.902227,true,-0.000000
407,2025-11-29 16:45:13,2.553741,3.017818,1,in,0.963864,out,0.012807,out,0.024094,in,0.963864,false,-0.951057,false,-0.939770,true,0.000000
408,2025-11-29 16:45:13,5.353702,2.561856,0,out,0.014779,out,0.012825,out,0.029510,out,0.014779,true,-0.001954,true,0.014731,true,0.000000
409,2025-11-29 16:45:13,4.761618,5.800641,0,out,0.033259,out,0.012820,out,0.029781,out,0.033259,true,-0.020439,true,-0.003478,true,-0.000000
410,2025-11-29 16:45:13,4.093773,0.959799,0,in,0.515606,out,0.012812,out,0.028771,in,0.515606,false,-0.502794,false,-0.486835,true,0.000000
411,2025-11-29 16:45:13,4.675062,3.290138,0,out,0.044461,out,0.012815,out,0.029533,out,0.044461,true,-0.031647,true,-0.014928,true,0.000000
412,2025-11-29 16:45:13,8.393334,5.622601,1,in,0.977355,out,0.012854,out,0.029592,in,0.977355,false,-0.964502,false,-0.947763,true,-0.000000
413,2025-11-29 16:45:13,6.045592,1.887111,0,out,0.013331,out,0.012841,out,0.028767,out,0.013331,true,-0.000490,true,0.015437,true,0.000000
414,2025-11-29 16:45:13,6.106912,8.672215,0,out,0.011384,out,0.012849,out,0.030090,out,0.011384,true,0.001465,true,0.018705,true,0.000000
415,2025-11-29 16:45:13,2.816493,8.690308,0,out,0.011007,out,0.013017,out,0.016176,out,0.011007,true,0.002011,true,0.005170,true,0.000000
416,2025-11-29 16:45:13,6.179687,6.854495,1,in,0.926155,out,0.012826,out,0.029832,in,0.926155,false,-0.913329,false,-0.896323,true,0.000000
417,2025-11-29 16:45:13,10.955700,4.425775,0,out,0.106461,out,0.012960,out,0.020876,out,0.106461,true,-0.093501,true,-0.085585,true,0.000000
418,2025-11-29 16:45:13,7.835037,9.817002,1,in,0.921250,out,0.012850,out,0.030068,in,0.921250,false,-0.908401,false,-0.891182,true,0.000000
419,2025-11-29 16:45:13,11.617292,4.892787,0,out,0.064817,out,0.012983,out,0.020171,out,0.064817,true,-0.051834,true,-0.044647,true,0.000000
420,2025-11-29 16:45:13,6.970392,5.727400,1,in,0.957816,out,0.012830,out,0.029684,in,0.957816,false,-0.944986,false,-0.928132,true,-0.000000
421,2025-11-29 16:45:13,9.382086,6.242725,1,in,0.976020,out,0.012870,out,0.029571,in,0.976020,false,-0.963150,false,-0.946449,true,0.000000
422,2025-11-29 16:45:13,8.925695,8.907600,1,in,0.762786,out,0.012845,out,0.029833,in,0.762786,false,-0.749941,false,-0.732952,true,0.000001
423,2025-11-29 16:45:13,10.607733,4.305729,0,out,0.125928,out,0.012946,out,0.022493,out,0.125928,true,-0.112982,true,-0.103435,true,0.000000
424,2025-11-29 16:45:13,2.138258,8.855040,0,out,0.011010,out,0.013123,out,0.011071,out,0.011010,true,0.002114,true,0.000062,true,0.000000
425,2025-11-29 16:45:13,1.346658,1.387081,1,in,0.669211,out,0.012775,out,0.011538,in,0.669211,false,-0.656436,false,-0.657673,true,-0.000000
426,2025-11-29 16:45:13,6.103671,4.499063,0,out,0.299649,out,0.012825,out,0.029647,out,0.299649,true,-0.286824,true,-0.270002,true,-0.000000
427,2025-11-29 16:45:13,8.978254,6.381301,1,in,0.983637,out,0.012859,out,0.029616,in,0.983637,false,-0.970778,false,-0.954021,true,0.000000
428,2025-11-29 16:45:13,8.693562,3.508262,0,out,0.016564,out,0.012887,out,0.027401,out,0.016564,true,-0.003677,true,0.010837,true,0.000000
429,2025-11-29 16:45:13,7.705027,5.725462,1,in,0.973725,out,0.012840,out,0.029644,in,0.973725,false,-0.960885,false,-0.944081,true,0.000000
430,2025-11-29 16:45:13,11.735215,10.188231,0,out,0.070674,out,0.012886,out,0.029751,out,0.070674,true,-0.057788,true,-0.040923,true,0.000000
431,2025-11-29 16:45:13,6.233754,6.228365,1,in,0.943751,out,0.012824,out,0.029766,in,0.943751,false,-0.930927,false,-0.913985,true,0.000000
432,2025-11-29 16:45:13,1.799598,7.565014,0,out,0.011013,out,0.012988,out,0.011050,out,0.011013,true,0.001975,true,0.000038,true,0.000000
433,2025-11-29 16:45:13,11.633337,11.458989,0,out,0.068301,out,0.012875,out,0.029897,out,0.068301,true,-0.055427,true,-0.038405,true,0.000000
434,2025-11-29 16:45:13,4.192198,1.142760,1,in,0.871640,out,0.012815,out,0.028940,in,0.871640,false,-0.858825,false,-0.842700,true,-0.000000
435,2025-11-29 16:45:13,0.795805,11.895300,0,out,0.011008,out,0.011593,out,0.011027,out,0.011008,true,0.000585,true,0.000019,true,0.000000
436,2025-11-29 16:45:13,10.396358,5.065985,1,in,0.660983,out,0.012920,out,0.027983,in,0.660983,false,-0.648062,false,-0.632999,true,0.000000
437,2025-11-29 16:45:13,8.368254,5.895221,1,in,0.983316,out,0.012851,out,0.029617,in,0.983316,false,-0.970465,false,-0.953699,true,0.000000
438,2025-11-29 16:45:13,5.560345,5.304749,1,in,0.778167,out,0.012819,out,0.029722,in,0.778167,false,-0.765348,false,-0.748445,true,0.000000
439,2025-11-29 16:45:13,2.151818,1.918071,1,in,0.984162,out,0.012804,out,0.018694,in,0.984162,false,-0.971358,false,-0.965468,true,0.000000
440,2025-11-29 16:45:13,9.214907,7.520024,1,in,0.937301,out,0.012854,out,0.029687,in,0.937301,false,-0.924447,false,-0.907614,true,0.000000
441,2025-11-29 16:45:13,3.734848,7.613618,0,out,0.011004,out,0.012876,out,0.029839,out,0.011004,true,0.001872,true,0.018834,true,0.000000
442,2025-11-29 16:45:13,1.533341,9.801170,0,out,0.011010,out,0.013402,out,0.011032,out,0.011010,true,0.002392,true,0.000022,true,0.000000
443,2025-11-29 16:45:13,10.428448,11.934025,0,out,0.072483,out,0.012866,out,0.030102,out,0.072483,true,-0.059618,true,-0.042381,true,0.000000
444,2025-11-29 16:45:13,6.624803,5.027776,1,in,0.779338,out,0.012829,out,0.029656,in,0.779338,false,-0.766509,false,-0.749682,true,0.000000
445,2025-11-29 16:45:13,7.245945,6.895955,1,in,0.983948,out,0.012831,out,0.029759,in,0.983948,false,-0.971118,false,-0.954189,true,0.000000
446,2025-11-29 16:45:13,8.256509,9.753378,1,in,0.844491,out,0.012847,out,0.030008,in,0.844491,false,-0.831645,false,-0.814483,true,-0.000000
447,2025-11-29 16:45:13,7.813588,7.793348,1,in,0.986984,out,0.012835,out,0.029804,in,0.986984,false,-0.974149,false,-0.957181,true,0.000000
448,2025-11-29 16:45:13,0.096002,10.815565,0,out,0.011012,out,0.011175,out,0.011013,out,0.011012,true,0.000163,true,0.000001,true,0.000000
449,2025-11-29 16:45:13,9.343892,2.935859,0,out,0.015913,out,0.012920,out,0.018815,out,0.015913,true,-0.002992,true,0.002903,true,-0.000000
450,2025-11-29 16:45:13,2.119288,9.919695,0,out,0.011007,out,0.013367,out,0.011045,out,0.011007,true,0.002360,true,0.000039,true,0.000000
451,2025-11-29 16:45:13,8.327635,9.868202,1,in,0.774449,out,0.012848,out,0.030018,in,0.774448,false,-0.761601,false,-0.744431,true,-0.000000
452,2025-11-29 16:45:13,1.709152,8.860036,0,out,0.011011,out,0.013179,out,0.011035,out,0.011011,true,0.002168,true,0.000024,true,0.000000
453,2025-11-29 16:45:13,5.787001,2.770301,0,out,0.013153,out,0.012830,out,0.029500,out,0.013153,true,-0.000323,true,0.016347,true,0.000000
454,2025-11-29 16:45:13,6.219765,5.149690,1,in,0.817853,out,0.012824,out,0.029683,in,0.817853,false,-0.805029,false,-0.788170,true,-0.000000
455,2025-11-29 16:45:13,5.811411,6.147444,1,in,0.867782,out,0.012822,out,0.029784,in,0.867782,false,-0.854960,false,-0.837998,true,0.000000
456,2025-11-29 16:45:13,1.060621,7.357850,0,out,0.011014,out,0.013016,out,0.011020,out,0.011014,true,0.002002,true,0.000006,true,0.000000
457,2025-11-29 16:45:13,7.921589,9.134577,1,in,0.971559,out,0.012841,out,0.029954,in,0.971559,false,-0.958717,false,-0.941604,true,0.000000
458,2025-11-29 16:45:13,7.822680,5.493865,1,in,0.962929,out,0.012844,out,0.029621,in,0.962929,false,-0.950085,false,-0.933308,true,-0.000000
459,2025-11-29 16:45:13,3.045904,2.571745,1,in,0.986951,out,0.012806,out,0.026912,in,0.986951,false,-0.974144,false,-0.960039,true,0.000000
460,2025-11-29 16:45:13,8.083372,9.467283,1,in,0.938566,out,0.012844,out,0.029985,in,0.938567,false,-0.925722,false,-0.908582,true,0.000000
461,2025-11-29 16:45:13,3.139277,7.312737,0,out,0.011009,out,0.012886,out,0.027790,out,0.011009,true,0.001877,true,0.016781,true,0.000000
462,2025-11-29 16:45:13,2.961845,2.398345,1,in,0.987488,out,0.012806,out,0.026370,in,0.987488,false,-0.974682,false,-0.961119,true,0.000000
463,2025-11-29 16:45:13,0.413939,0.354373,0,out,0.011131,out,0.011340,out,0.011011,out,0.011131,true,0.000209,true,-0.000120,true,0.000000
464,2025-11-29 16:45:13,9.334917,6.243442,1,in,0.977545,out,0.012868,out,0.029575,in,0.977545,false,-0.964677,false,-0.947970,true,0.000000
465,2025-11-29 16:45:13,10.303593,5.059397,1,in,0.707870,out,0.012917,out,0.028165,in,0.707869,false,-0.694953,false,-0.679705,true,-0.000001
466,2025-11-29 16:45:13,6.779348,7.197125,1,in,0.978347,out,0.012829,out,0.029822,in,0.978347,false,-0.965518,false,-0.948525,true,0.000000
467,2025-11-29 16:45:13,7.698217,7.347911,1,in,0.987202,out,0.012834,out,0.029769,in,0.987202,false,-0.974368,false,-0.957433,true,0.000000
468,2025-11-29 16:45:13,11.214389,2.553989,0,out,0.037268,out,0.013031,out,0.011042,out,0.037268,true,-0.024237,true,-0.026226,true,0.000000
469,2025-11-29 16:45:13,1.791914,1.802027,1,in,0.964098,out,0.012803,out,0.014562,in,0.964098,false,-0.951295,false,-0.949536,true,0.000000
470,2025-11-29 16:45:13,8.319082,1.200631,0,out,0.011199,out,0.012914,out,0.011866,out,0.011199,true,0.001715,true,0.000668,true,0.000000
471,2025-11-29 16:45:13,6.509521,5.960074,1,in,0.952065,out,0.012826,out,0.029727,in,0.952065,false,-0.939239,false,-0.922338,true,0.000000
472,2025-11-29 16:45:13,8.879688,7.323359,1,in,0.975534,out,0.012850,out,0.029692,in,0.975534,false,-0.962684,false,-0.945842,true,0.000000
473,2025-11-29 16:45:13,3.046605,1.776823,1,in,0.985026,out,0.012805,out,0.026331,in,0.985026,false,-0.972221,false,-0.958695,true,0.000000
474,2025-11-29 16:45:13,10.597412,0.756825,0,out,0.009264,out,0.013051,out,0.011016,out,0.009264,true,0.003787,true,0.001752,true,0.000000
475,2025-11-29 16:45:13,7.422004,9.406062,1,in,0.949950,out,0.012847,out,0.030051,in,0.949951,false,-0.937104,false,-0.919899,true,0.000000
476,2025-11-29 16:45:13,11.886148,10.587253,0,out,0.069059,out,0.012886,out,0.029778,out,0.069059,true,-0.056174,true,-0.039281,true,0.000000
477,2025-11-29 16:45:13,7.004281,7.890060,1,in,0.982642,out,0.012832,out,0.029881,in,0.982642,false,-0.969810,false,-0.952761,true,0.000000
478,2025-11-29 16:45:13,8.481033,5.050083,1,in,0.852670,out,0.012861,out,0.029504,in,0.852670,false,-0.839809,false,-0.823167,true,-0.000000
479,2025-11-29 16:45:13,11.669618,5.348904,0,out,0.091097,out,0.012973,out,0.024143,out,0.091097,true,-0.078123,true,-0.066954,true,-0.000000
480,2025-11-29 16:45:13,2.324494,8.061205,0,out,0.011011,out,0.012994,out,0.011473,out,0.011011,true,0.001984,true,0.000462,true,0.000000
481,2025-11-29 16:45:13,9.529498,1.480129,0,out,0.012134,out,0.012962,out,0.011082,out,0.012134,true,0.000828,true,-0.001052,true,0.000000
482,2025-11-29 16:45:13,4.463309,4.556502,0,out,0.257064,out,0.012814,out,0.029611,out,0.257065,true,-0.244250,true,-0.227453,true,0.000000
483,2025-11-29 16:45:13,11.188583,11.111877,0,out,0.070831,out,0.012869,out,0.029895,out,0.070831,true,-0.057962,true,-0.040936,true,0.000000
484,2025-11-29 16:45:13,8.083879,7.995349,1,in,0.984705,out,0.012837,out,0.029804,in,0.984705,false,-0.971868,false,-0.954901,true,0.000000
485,2025-11-29 16:45:13,7.332381,7.806981,1,in,0.986473,out,0.012833,out,0.029843,in,0.986473,false,-0.973640,false,-0.956630,true,0.000000
486,2025-11-29 16:45:13,7.777162,8.986313,1,in,0.979272,out,0.012840,out,0.029949,in,0.979272,false,-0.966432,false,-0.949323,true,0.000000
487,2025-11-29 16:45:13,2.199675,5.815550,0,out,0.011016,out,0.012857,out,0.014562,out,0.011016,true,0.001841,true,0.003547,true,0.000000
488,2025-11-29 16:45:13,9.670272,1.156713,0,out,0.010988,out,0.012978,out,0.011033,out,0.010988,true,0.001990,true,0.000044,true,0.000000
489,2025-11-29 16:45:13,10.908916,7.839003,0,out,0.131229,out,0.012892,out,0.029608,out,0.131229,true,-0.118338,true,-0.101622,true,0.000000
490,2025-11-29 16:45:13,2.528370,3.134442,1,in,0.903828,out,0.012808,out,0.023960,in,0.903828,false,-0.891020,false,-0.879868,true,0.000000
491,2025-11-29 16:45:13,3.622642,1.457949,1,in,0.974431,out,0.012809,out,0.028257,in,0.974431,false,-0.961622,false,-0.946174,true,0.000000
492,2025-11-29 16:45:13,7.572271,9.354534,1,in,0.970593,out,0.012845,out,0.030025,in,0.970593,false,-0.957748,false,-0.940568,true,0.000000
493,2025-11-29 16:45:13,11.781939,5.178995,0,out,0.070508,out,0.012984,out,0.021775,out,0.070508,true,-0.057523,true,-0.048733,true,0.000000
494,2025-11-29 16:45:13,6.229902,5.373131,1,in,0.878971,out,0.012824,out,0.029698,in,0.878971,false,-0.866147,false,-0.849273,true,0.000000
495,2025-11-29 16:45:13,7.978546,10.625780,1,out,0.193574,out,0.012864,out,0.030196,out,0.193575,true,-0.180711,true,-0.163378,true,0.000001
496,2025-11-29 16:45:13,8.963581,4.528469,0,out,0.164185,out,0.012880,out,0.029065,out,0.164185,true,-0.151305,true,-0.135120,true,-0.000000
497,2025-11-29 16:45:13,3.848391,9.645502,0,out,0.010977,out,0.013022,out,0.029964,out,0.010977,true,0.002045,true,0.018988,true,0.000000
498,2025-11-29 16:45:13,1.160152,7.512887,0,out,0.011014,out,0.013028,out,0.011022,out,0.011014,true,0.002014,true,0.000008,true,0.000000
499,2025-11-29 16:45:13,5.607018,0.080844,0,out,0.012374,out,0.012838,out,0.020601,out,0.012374,true,0.000463,true,0.008227,true,0.000000
500,2025-11-29 16:45:13,11.370937,2.336371,0,out,0.036629,out,0.013050,out,0.011026,out,0.036629,true,-0.023579,true,-0.025603,true,0.000000
501,2025-11-29 16:45:13,9.604815,5.300348,1,in,0.944655,out,0.012888,out,0.029255,in,0.944655,false,-0.931767,false,-0.915400,true,0.000000
502,2025-11-29 16:45:13,8.023438,7.370476,1,in,0.987075,out,0.012838,out,0.029749,in,0.987075,false,-0.974237,false,-0.957326,true,0.000000
503,2025-11-29 16:45:13,2.875849,3.100523,1,in,0.974635,out,0.012807,out,0.026436,in,0.974635,false,-0.961828,false,-0.948198,true,0.000000
504,2025-11-29 16:45:13,3.246177,5.392210,0,out,0.011025,out,0.012826,out,0.028777,out,0.011025,true,0.001800,true,0.017752,true,0.000000
505,2025-11-29 16:45:13,7.512989,7.064980,1,in,0.986225,out,0.012833,out,0.029756,in,0.986225,false,-0.973392,false,-0.956469,true,0.000000
506,2025-11-29 16:45:13,0.904302,2.299587,0,out,0.018643,out,0.012824,out,0.011016,out,0.018643,true,-0.005818,true,-0.007627,true,0.000000
507,2025-11-29 16:45:13,10.374335,6.100543,1,in,0.746856,out,0.012901,out,0.029346,in,0.746857,false,-0.733955,false,-0.717510,true,0.000001
508,2025-11-29 16:45:13,10.106470,8.517435,0,out,0.206763,out,0.012864,out,0.029712,out,0.206763,true,-0.193899,true,-0.177051,true,0.000000
509,2025-11-29 16:45:13,6.666907,10.355093,0,out,0.005764,out,0.012888,out,0.030347,out,0.005764,true,0.007124,true,0.024583,true,0.000000
510,2025-11-29 16:45:13,8.110617,9.554887,1,in,0.924097,out,0.012845,out,0.029995,in,0.924097,false,-0.911253,false,-0.894103,true,0.000000
511,2025-11-29 16:45:13,4.455608,1.176427,1,in,0.826632,out,0.012819,out,0.029062,in,0.826632,false,-0.813813,false,-0.797570,true,0.000000
512,2025-11-29 16:45:13,4.786624,11.098331,0,out,0.010551,out,0.013109,out,0.030955,out,0.010551,true,0.002559,true,0.020405,true,0.000000
513,2025-11-29 16:45:13,4.232726,11.622580,0,out,0.010715,out,0.013343,out,0.030631,out,0.010715,true,0.002629,true,0.019916,true,0.000000
514,2025-11-29 16:45:13,8.548861,0.769662,0,out,0.010899,out,0.012932,out,0.011103,out,0.010899,true,0.002033,true,0.000204,true,0.000000
515,2025-11-29 16:45:13,6.156625,7.033393,1,in,0.893711,out,0.012827,out,0.029853,in,0.893711,false,-0.880884,false,-0.863858,true,0.000000
516,2025-11-29 16:45:13,9.605865,6.770740,1,in,0.937586,out,0.012869,out,0.029605,in,0.937586,false,-0.924717,false,-0.907981,true,0.000000
517,2025-11-29 16:45:13,5.995412,5.453071,1,in,0.871363,out,0.012822,out,0.029715,in,0.871363,false,-0.858541,false,-0.841647,true,-0.000000
518,2025-11-29 16:45:13,10.765074,2.530486,0,out,0.028464,out,0.013002,out,0.011096,out,0.028464,true,-0.015462,true,-0.017368,true,0.000000
519,2025-11-29 16:45:13,7.183498,5.861931,1,in,0.969260,out,0.012832,out,0.029682,in,0.969260,false,-0.956427,false,-0.939578,true,0.000000
520,2025-11-29 16:45:13,11.236229,0.754676,0,out,0.006426,out,0.013103,out,0.011015,out,0.006426,true,0.006676,true,0.004589,true,0.000000
521,2025-11-29 16:45:13,11.338518,0.033507,0,out,0.007245,out,0.013145,out,0.011015,out,0.007245,true,0.005900,true,0.003770,true,0.000000
522,2025-11-29 16:45:13,9.392037,4.522008,0,out,0.193575,out,0.012894,out,0.028593,out,0.193575,true,-0.180682,true,-0.164982,true,-0.000000
523,2025-11-29 16:45:13,8.019253,9.695009,1,in,0.920256,out,0.012847,out,0.030027,in,0.920256,false,-0.907409,false,-0.890229,true,0.000000
