experiment_id, actualImage, before_data_and_weigths_rotation_prediction, before_data_and_weigths_rotation_confidence, after_data_and_before_weigths_rotation_prediction, after_data_and_before_weigths_rotation_confidence, before_data_and_after_weigths_rotation_prediction, before_data_and_after_weigths_rotation_confidence, after_data_and_weigths_rotation_prediction, after_data_and_weigths_rotation_confidence, after_data_and_before_weigths_rotation_prediction_match, after_data_and_before_weigths_rotation_confidence_change, before_data_and_after_weigths_rotation_prediction_match, before_data_and_after_weigths_rotation_confidence_change, after_data_and_weigths_rotation_prediction_match, after_data_and_weigths_rotation_confidence_change
          496,           4,                                           4,                                    1.000000,                                                 2,                                          1.000000,                                                 3,                                          1.000000,                                          4,                                   1.000000, false                                                  , 0.000000                                                , false                                                  , 0.000000                                                , true                                            ,                                          0.000000
          497,           4,                                           4,                                    1.000000,                                                 0,                                          1.000000,                                                 7,                                          1.000000,                                          4,                                   1.000000, false                                                  , 0.000000                                                , false                                                  , 0.000000                                                , true                                            ,                                          0.000000
          498,           4,                                           4,                                    1.000000,                                                 0,                                          1.000000,                                                 2,                                          1.000000,                                          4,                                   1.000000, false                                                  , 0.000000                                                , false                                                  , 0.000000                                                , true                                            ,                                          0.000000
          499,           4,                                           4,                                    1.000000,                                                 0,                                          1.000000,                                                 0,                                          1.000000,                                          4,                                   1.000000, false                                                  , 0.000000                                                , false                                                  , 0.000000                                                , true                                            ,                                          0.000000
          500,           5,                                           5,                                    1.000000,                                                 5,                                          1.000000,                                                 5,                                          1.000000,                                          5,                                   1.000000, true                                                   , 0.000000                                                , true                                                   , 0.000000                                                , true                                            ,                                          0.000000
          501,           5,                                           5,                                    1.000000,                                                 6,                                          1.000000,                                                 5,                                          1.000000,                                          5,                                   1.000000, false                                                  , 0.000000                                                , true                                                   , 0.000000                                                , true                                            ,                                          0.000000
          502,           5,                                           5,                                    1.000000,                                                 2,                                          1.000000,                                                 5,                                          1.000000,                                          5,                                   1.000000, false                                                  , 0.000000                                                , true                                                   , 0.000000                                                , true                                            ,                                          0.000000
          503,           5,                                           5,                                    1.000000,                                                 0,                                          1.000000,                                                 3,                                          1.000000,                                          5,                                   1.000000, false                                                  , 0.000000                                                , false                                                  , 0.000000                                                , true                                            ,                                          0.000000
          504,           5,                                           5,                                    1.000000,                                                 5,                                          1.000000,                                                 0,                                          1.000000,                                          5,                                   1.000000, true                                                   , 0.000000                                                , false                                                  , 0.000000                                                , true                                            ,                                          0.000000
          505,           5,                                           5,                                    1.000000,                                                 6,                                          1.000000,                                                 5,                                          1.000000,                                          5,                                   1.000000, false                                                  , 0.000000                                                , true                                                   , 0.000000                                                , true                                            ,                                          0.000000
          506,           5,                                           5,                                    1.000000,                                                 6,                                          1.000000,                                                 2,                                          1.000000,                                          5,                                   1.000000, false                                                  , 0.000000                                                , false                                                  , 0.000000                                                , true                                            ,                                          0.000000
          507,           5,                                           5,                                    1.000000,                                                 5,                                          1.000000,                                                 2,                                          1.000000,                                          5,                                   1.000000, true                                                   , 0.000000                                                , false                                                  , 0.000000                                                , true                                            ,                                          0.000000
          508,           5,                                           5,                                    1.000000,                                                 0,                                          1.000000,                                                 2,                                          1.000000,                                          5,                                   1.000000, false                                                  , 0.000000                                                , false                                                  , 0.000000                                                , true                                            ,                                          0.000000
          509,           5,                                           5,                                    1.000000,                                                 0,                                          1.000000,                                                 7,                                          1.000000,                                          5,                                   1.000000, false                                                  , 0.000000                                                , false                                                  , 0.000000                                                , true                                            ,                                          0.000000
          510,           5,                                           5,                                    1.000000,                                                 3,                                          1.000000,                                                 5,                                          1.000000,                                          5,                                   1.000000, false                                                  , 0.000000                                                , true                                                   , 0.000000                                                , true                                            ,                                          0.000000
          511,           5,                                           5,                                    1.000000,                                                 0,                                          1.000000,                                                 5,                                          1.000000,                                          5,                                   1.000000, false                                                  , 0.000000                                                , true                                                   , 0.000000                                                , true                                            ,                                          0.000000
          512,           5,                                           5,                                    1.000000,                                                 5,                                          1.000000,                                                 0,                                          1.000000,                                          5,                                   1.000000, true                                                   , 0.000000                                                , false                                                  , 0.000000                                                , true                                            ,                                          0.000000
          513,           5,                                           5,                                    1.000000,                                                 0,                                          1.000000,                                                 3,                                          1.000000,                                          5,                                   1.000000, false                                                  , 0.000000                                                , false                                                  , 0.000000                                                , true                                            ,                                          0.000000
          514,           5,                                           5,                                    1.000000,                                                 2,                                          1.000000,                                                 5,                                          1.000000,                                          5,                                   1.000000, false                                                  , 0.000000                                                , true                                                   , 0.000000                                                , true                                            ,                                          0.000000
          515,           5,                                           5,                                    1.000000,                                                 5,                                          1.000000,                                                 0,                                          1.000000,                                          5,                                   1.000000, true                                                   , 0.000000                                                , false                                                  , 0.000000                                                , true                                            ,                                          0.000000
          516,           5,                                           5,                                    1.000000,                                                 0,                                          1.000000,                                                 6,                                          1.000000,                                          5,                                   1.000000, false                                                  , 0.000000                                                , false                                                  , 0.000000                                                , true                                            ,                                          0.000000
          517,           5,                                           5,                                    1.000000,                                                 0,                                          1.000000,                                                 5,                                          1.000000,                                          5,                                   1.000000, false                                                  , 0.000000                                                , true                                                   , 0.000000                                                , true                                            ,                                          0.000000
          518,           5,                                           5,                                    1.000000,                                                 6,                                          1.000000,                                                 1,                                          1.000000,                                          5,                                   1.000000, false                                                  , 0.000000                                                , false                                                  , 0.000000                                                , true                                            ,                                          0.000000
          519,           5,                                           5,                                    1.000000,                                                 6,                                          1.000000,                                                 5,                                          1.000000,                                          5,                                   1.000000, false                                                  , 0.000000                                                , true                                                   , 0.000000                                                , true                                            ,                                          0.000000
          520,           5,                                           5,                                    1.000000,                                                 0,                                          1.000000,                                                 5,                                          1.000000,                                          5,                                   1.000000, false                                                  , 0.000000                                                , true                                                   , 0.000000                                                , true                                            ,                                          0.000000
          521,           5,                                           3,                                    1.000000,                                                 6,                                          1.000000,                                                 3,                                          1.000000,                                          3,                                   1.000000, false                                                  , 0.000000                                                , true                                                   , 0.000000                                                , true                                            ,                                          0.000000
          522,           5,                                           5,                                    1.000000,                                                 6,                                          1.000000,                                                 0,                                          1.000000,                                          5,                                   1.000000, false                                                  , 0.000000                                                , false                                                  , 0.000000                                                , true                                            ,                                          0.000000
          523,           5,                                           5,                                    1.000000,                                                 0,                                          1.000000,                                                 3,                                          1.000000,                                          5,                                   1.000000, false                                                  , 0.000000                                                , false                                                  , 0.000000                                                , true                                            ,                                          0.000000
          524,           5,                                           5,                                    1.000000,                                                 5,                                          1.000000,                                                 5,                                          1.000000,                                          5,                                   1.000000, true                                                   , 0.000000                                                , true                                                   , 0.000000                                                , true                                            ,                                          0.000000
          525,           5,                                           5,                                    1.000000,                                                 1,                                          1.000000,                                                 5,                                          1.000000,                                          5,                                   1.000000, false                                                  , 0.000000                                                , true                                                   , 0.000000                                                , true                                            ,                                          0.000000
          526,           5,                                           6,                                    1.000000,                                                 6,                                          1.000000,                                                 3,                                          1.000000,                                          6,                                   1.000000, true                                                   , 0.000000                                                , false                                                  , 0.000000                                                , true                                            ,                                          0.000000
          527,           5,                                           5,                                    1.000000,                                                 5,                                          1.000000,                                                 5,                                          1.000000,                                          5,                                   1.000000, true                                                   , 0.000000                                                , true                                                   , 0.000000                                                , true                                            ,                                          0.000000
          528,           5,                                           5,                                    1.000000,                                                 6,                                          1.000000,                                                 2,                                          1.000000,                                          5,                                   1.000000, false                                                  , 0.000000                                                , false                                                  , 0.000000                                                , true                                            ,                                          0.000000
          529,           5,                                           5,                                    1.000000,                                                 5,                                          1.000000,                                                 2,                                          1.000000,                                          5,                                   1.000000, true                                                   , 0.000000                                                , false                                                  , 0.000000                                                , true                                            ,                                          0.000000
          530,           5,                                           5,                                    1.000000,                                                 2,                                          1.000000,                                                 0,                                          1.000000,                                          5,                                   1.000000, false                                                  , 0.000000                                                , false                                                  , 0.000000                                                , true                                            ,                                          0.000000
          531,           5,                                           5,                                    1.000000,                                                 0,                                          1.000000,                                                 7,                                          1.000000,                                          5,                                   1.000000, false                                                  , 0.000000                                                , false                                                  , 0.000000                                                , true                                            ,                                          0.000000
          532,           5,                                           5,                                    1.000000,                                                 7,                                          1.000000,                                                 6,                                          1.000000,                                          5,                                   1.000000, false                                                  , 0.000000                                                , false                                                  , 0.000000                                                , true                                            ,                                          0.000000
          533,           5,                                           5,                                    1.000000,                                                 5,                                          1.000000,                                                 2,                                          1.000000,                                          5,                                   1.000000, true                                                   , 0.000000                                                , false                                                  , 0.000000                                                , true                                            ,                                          0.000000
          534,           5,                                           5,                                    1.000000,                                                 2,                                          1.000000,                                                 9,                                          1.000000,                                          5,                                   1.000000, false                                                  , 0.000000                                                , false                                                  , 0.000000                                                , true                                            ,                                          0.000000
          535,           5,                                           5,                                    1.000000,                                                 0,                                          1.000000,                                                 3,                                          1.000000,                                          5,                                   1.000000, false                                                  , 0.000000                                                , false                                                  , 0.000000                                                , true                                            ,                                          0.000000
          536,           5,                                           5,                                    1.000000,                                                 6,                                          1.000000,                                                 5,                                          1.000000,                                          5,                                   1.000000, false                                                  , 0.000000                                                , true                                                   , 0.000000                                                , true                                            ,                                          0.000000
          537,           5,                                           5,                                    1.000000,                                                 2,                                          1.000000,                                                 0,                                          1.000000,                                          5,                                   1.000000, false                                                  , 0.000000                                                , false                                                  , 0.000000                                                , true                                            ,                                          0.000000
          538,           5,                                           3,                                    1.000000,                                                 6,                                          1.000000,                                                 5,                                          1.000000,                                          3,                                   1.000000, false                                                  , 0.000000                                                , false                                                  , 0.000000                                                , true                                            ,                                          0.000000
          539,           5,                                           5,                                    1.000000,                                                 0,                                          1.000000,                                                 0,                                          1.000000,                                          5,                                   1.000000, false                                                  , 0.000000                                                , false                                                  , 0.000000                                                , true                                            ,                                          0.000000
          540,           5,                                           5,                                    1.000000,                                                 0,                                          1.000000,                                                 0,                                          1.000000,                                          5,                                   1.000000, false                                                  , 0.000000                                                , false                                                  , 0.000000                                                , true                                            ,                                          0.000000
          541,           5,                                           5,                                    1.000000,                                                 0,                                          1.000000,                                                 2,                                          1.000000,                                          5,                                   1.000000, false                                                  , 0.000000                                                , false                                                  , 0.000000                                                , true                                            ,                                          0.000000
          542,           5,                                           5,                                    1.000000,                                                 6,                                          1.000000,                                                 1,                                          0.999990,                                          5,                                   1.000000, false                                                  , 0.000000                                                , false                                                  , -0.000010                                               , true                                            ,                                          0.000000
          543,           5,                                           5,                                    1.000000,                                                 6,                                          1.000000,                                                 5,                                          1.000000,                                          5,                                   1.000000, false                                                  , 0.000000                                                , true                                                   , 0.000000                                                , true                                            ,                                          0.000000
          544,           5,                                           5,                                    1.000000,                                                 6,                                          1.000000,                                                 5,                                          1.000000,                                          5,                                   1.000000, false                                                  , 0.000000                                                , true                                                   , 0.000000                                                , true                                            ,                                          0.000000
          545,           5,                                           5,                                    1.000000,                                                 6,                                          1.000000,                                                 3,                                          1.000000,                                          5,                                   1.000000, false                                                  , 0.000000                                                , false                                                  , 0.000000                                                , true                                            ,                                          0.000000
          546,           5,                                           5,                                    1.000000,                                                 0,                                          1.000000,                                                 5,                                          1.000000,                                          5,                                   1.000000, false                                                  , 0.000000                                                , true                                                   , 0.000000                                                , true                                            ,                                          0.000000
          547,           5,                                           5,                                    1.000000,                                                 5,                                          1.000000,                                                 5,                                          1.000000,                                          5,                                   1.000000, true                                                   , 0.000000                                                , true                                                   , 0.000000                                                , true                                            ,                                          0.000000
          548,           5,                                           5,                                    1.000000,                                                 0,                                          1.000000,                                                 1,                                          1.000000,                                          5,                                   1.000000, false                                                  , 0.000000                                                , false                                                  , 0.000000                                                , true                                            ,                                          0.000000
          549,           5,                                           5,                                    1.000000,                                                 0,                                          1.000000,                                                 3,                                          1.000000,                                          5,                                   1.000000, false                                                  , 0.000000                                                , false                                                  , 0.000000                                                , true                                            ,                                          0.000000
          550,           5,                                           5,                                    1.000000,                                                 6,                                          1.000000,                                                 5,                                          1.000000,                                          5,                                   1.000000, false                                                  , 0.000000                                                , true                                                   , 0.000000                                                , true                                            ,                                          0.000000
          551,           5,                                           5,                                    1.000000,                                                 0,                                          1.000000,                                                 9,                                          1.000000,                                          5,                                   1.000000, false                                                  , 0.000000                                                , false                                                  , 0.000000                                                , true                                            ,                                          0.000000
          552,           5,                                           5,                                    1.000000,                                                 5,                                          1.000000,                                                 0,                                          1.000000,                                          5,                                   1.000000, true                                                   , 0.000000                                                , false                                                  , 0.000000                                                , true                                            ,                                          0.000000
          553,           5,                                           5,                                    1.000000,                                                 5,                                          1.000000,                                                 5,                                          1.000000,                                          5,                                   1.000000, true                                                   , 0.000000                                                , true                                                   , 0.000000                                                , true                                            ,                                          0.000000
          554,           5,                                           5,                                    1.000000,                                                 5,                                          1.000000,                                                 5,                                          1.000000,                                          5,                                   1.000000, true                                                   , 0.000000                                                , true                                                   , 0.000000                                                , true                                            ,                                          0.000000
          555,           5,                                           5,                                    1.000000,                                                 6,                                          1.000000,                                                 5,                                          1.000000,                                          5,                                   1.000000, false                                                  , 0.000000                                                , true                                                   , 0.000000                                                , true                                            ,                                          0.000000
          556,           5,                                           5,                                    1.000000,                                                 6,                                          1.000000,                                                 5,                                          1.000000,                                          5,                                   1.000000, false                                                  , 0.000000                                                , true                                                   , 0.000000                                                , true                                            ,                                          0.000000
